"HF:Financing scheme","HC:Function","HP:Provider","MEASURE:Measure","LOCATION:Country","TIME:Year","Unit Code:Unit","PowerCode Code:PowerCode","Reference Period Code:Reference Period","MSR:Value","Flag Codes:Flags"
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2014","USD:US Dollar","0:Units",,49.315,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2015","USD:US Dollar","0:Units",,49.924,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2016","USD:US Dollar","0:Units",,53.909,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2017","USD:US Dollar","0:Units",,55.873,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2018","USD:US Dollar","0:Units",,64.53,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2019","USD:US Dollar","0:Units",,64.089,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2011","USD:US Dollar","0:Units",,55.251,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2012","USD:US Dollar","0:Units",,66.044,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2013","USD:US Dollar","0:Units",,66.883,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2014","USD:US Dollar","0:Units",,74.944,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2015","USD:US Dollar","0:Units",,84.274,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2016","USD:US Dollar","0:Units",,78.154,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2017","USD:US Dollar","0:Units",,86.523,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2018","USD:US Dollar","0:Units",,98.251,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP7:Providers of health care system administration and financing","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2019","USD:US Dollar","0:Units",,95.273,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2010","USD:US Dollar","0:Units",,26.235,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2011","USD:US Dollar","0:Units",,26.832,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2012","USD:US Dollar","0:Units",,23.505,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2013","USD:US Dollar","0:Units",,25.602,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2014","USD:US Dollar","0:Units",,22.143,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2015","USD:US Dollar","0:Units",,22.28,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2016","USD:US Dollar","0:Units",,21.774,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2017","USD:US Dollar","0:Units",,19.921,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2018","USD:US Dollar","0:Units",,25.802,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2019","USD:US Dollar","0:Units",,26.27,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,80.672,"B:Break"
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,86.045,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,108.564,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,93.338,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,93.484,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,87.192,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,90.72,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,86.995,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,73.427,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2010","USD:US Dollar","0:Units",,21.82,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2011","USD:US Dollar","0:Units",,21.539,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2012","USD:US Dollar","0:Units",,23.647,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2013","USD:US Dollar","0:Units",,24.008,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2014","USD:US Dollar","0:Units",,27.171,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2015","USD:US Dollar","0:Units",,27.644,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2016","USD:US Dollar","0:Units",,32.135,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2017","USD:US Dollar","0:Units",,35.952,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2018","USD:US Dollar","0:Units",,38.728,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2019","USD:US Dollar","0:Units",,37.819,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2010","USD:US Dollar","0:Units",,3.753,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2011","USD:US Dollar","0:Units",,4.318,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2012","USD:US Dollar","0:Units",,4.647,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2013","USD:US Dollar","0:Units",,5.029,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2014","USD:US Dollar","0:Units",,4.987,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2015","USD:US Dollar","0:Units",,5.392,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2016","USD:US Dollar","0:Units",,6.089,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2017","USD:US Dollar","0:Units",,6.247,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2018","USD:US Dollar","0:Units",,7.096,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2019","USD:US Dollar","0:Units",,7.305,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,30.934,"B:Break"
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,32.671,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,33.153,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,34.146,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,36.035,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,38.559,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,44.618,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,45.712,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,48.426,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2010","USD:US Dollar","0:Units",,2.432,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2011","USD:US Dollar","0:Units",,2.556,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2012","USD:US Dollar","0:Units",,2.424,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2013","USD:US Dollar","0:Units",,2.718,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2014","USD:US Dollar","0:Units",,2.602,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2015","USD:US Dollar","0:Units",,2.757,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2016","USD:US Dollar","0:Units",,2.937,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2017","USD:US Dollar","0:Units",,3.054,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2018","USD:US Dollar","0:Units",,3.424,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2019","USD:US Dollar","0:Units",,3.55,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,0.481,"B:Break"
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,0.775,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,0.78,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,0.478,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,0.501,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,0.531,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,5.39,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,2.873,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,6.245,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,0.085,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,0.146,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,0.019,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,0.023,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,0.078,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,0.087,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,0.074,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,0.164,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2011","USD:US Dollar","0:Units",,1.631,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2012","USD:US Dollar","0:Units",,2.05,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2013","USD:US Dollar","0:Units",,2.69,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2014","USD:US Dollar","0:Units",,3.918,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2015","USD:US Dollar","0:Units",,3.501,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2016","USD:US Dollar","0:Units",,3.713,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2017","USD:US Dollar","0:Units",,3.265,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2018","USD:US Dollar","0:Units",,3.677,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2019","USD:US Dollar","0:Units",,3.035,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,0.009,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,0.004,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,0.055,"B:Break"
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,0.076,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,0.036,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,0.065,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,0.063,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,0.063,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,0.093,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,0.11,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,0.102,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2010","USD:US Dollar","0:Units",,2.432,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2011","USD:US Dollar","0:Units",,2.556,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2012","USD:US Dollar","0:Units",,2.424,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2013","USD:US Dollar","0:Units",,2.718,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2014","USD:US Dollar","0:Units",,2.602,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2015","USD:US Dollar","0:Units",,2.757,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2016","USD:US Dollar","0:Units",,2.937,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2017","USD:US Dollar","0:Units",,3.054,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2018","USD:US Dollar","0:Units",,3.424,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","PRT:Portugal","2019","USD:US Dollar","0:Units",,3.55,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,0.002,"B:Break"
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,0.004,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,0.002,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,0.001,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,0.011,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,0.005,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,0.002,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,0.001,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2011","USD:US Dollar","0:Units",,5.524,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2012","USD:US Dollar","0:Units",,5.893,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2013","USD:US Dollar","0:Units",,6.856,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2014","USD:US Dollar","0:Units",,3.495,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2015","USD:US Dollar","0:Units",,2.816,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2016","USD:US Dollar","0:Units",,3.168,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2017","USD:US Dollar","0:Units",,2.595,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2018","USD:US Dollar","0:Units",,2.861,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP9:Rest of the world","PPPPER:Per capita, current prices, current PPPs","SWE:Sweden","2019","USD:US Dollar","0:Units",,3.379,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,30.397,"B:Break"
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,31.722,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,32.185,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,33.583,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,35.436,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,37.882,
"HFTOT:All financing schemes","HC0:Other health care services unknown","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,39.046,
